Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,42,3,42,0,42,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.12,Confirmed,Long-term care/nursing home/assisted living facility,27,1,27,0,27,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,26,10,26,0,26,,,,,,
2019,2,Wisconsin,Food,Norovirus unknown,,Suspected,Private home/residence,8,0,8,0,8,"Cookies, fudge-dipped",,Multiple,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P12 GII.3,Suspected,Long-term care/nursing home/assisted living facility,20,1,20,1,20,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,49,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,
2019,2,Wisconsin,Food,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Restaurant: Sit-down dining,20,0,0,0,20,assortment of sandwiches and salads,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,3,11,0,11,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,34,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,36,0,36,0,36,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,44,2,44,0,44,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,
2019,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,1,5,0,5,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,44,12,44,0,44,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2019,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,73,0,70,0,50,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,33,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Salmonella enterica,unknown,Suspected,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Hospital,14,0,14,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,21,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,46,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,16,1,16,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,2,Wisconsin,Food,Norovirus unknown;Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected;Suspected,Restaurant: Sit-down dining,3,0,2,0,3,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,40,0,0,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,26,1,26,0,0,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup I,GI.P3 GI.3,Suspected;Suspected,Long-term care/nursing home/assisted living facility,26,1,26,0,26,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,
2019,2,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Hospital,9,6,9,0,9,,,,,,
2019,2,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,2,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,
2019,3,Wisconsin,Indeterminate/unknown,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,21,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Long-term care/nursing home/assisted living facility,16,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,
2019,3,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2019,3,Wisconsin,Indeterminate/unknown,"Giardia duodenalis;Escherichia coli, Enteropathogenic;Cryptosporidium parvum",unknown;IIaA15G2R2,Suspected;Suspected;Confirmed,School/college/university,5,3,5,0,5,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown;Clostridium difficile,,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,40,2,40,0,40,,,,,,
2019,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,21,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,41,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.1,Confirmed,Long-term care/nursing home/assisted living facility,105,4,78,0,18,,,,,,
2019,3,Wisconsin,Water,Chlorine Gas;Other - Chemical/Toxin,,Suspected;Suspected,Hotel/motel,9,0,9,0,9,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,26,2,26,0,26,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,1,28,1,27,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,15,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,35,0,35,0,27,,,,,,
2019,3,Wisconsin,Food,Salmonella enterica,Brandenburg,Confirmed,Grocery store/bakery/deli/convenience store,4,0,2,0,2,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup I;Clostridium difficile,,Confirmed;Suspected;Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,1,27,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2019,3,Wisconsin,Person-to-person,Clostridium difficile,,Confirmed,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2019,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,7,1,7,0,7,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,2,0,0,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,42,6,42,0,0,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Hospital,14,1,14,0,14,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2019,3,Wisconsin,Food,Norovirus unknown;Norovirus Genogroup II,GII.P7 GII.7,Suspected;Confirmed,Private home/residence,40,0,38,0,40,,,,,,
2019,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,3,0,0,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup I,GI.P3 GI.3,Suspected;Suspected,School/college/university,3,0,3,0,3,,,,,,
2019,4,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,32,1,32,0,32,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,37,1,37,0,37,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2019,4,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,40,0,0,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,"Rotavirus;Escherichia coli, Enteroaggregative",unknown,Suspected;Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,27,5,19,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,24,0,0,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Rotavirus,,Suspected,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,3,0,0,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Sapovirus,,Confirmed,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,46,0,45,0,45,,,,,,
2019,4,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,30,3,3,0,0,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,
2019,4,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,6,0,0,0,6,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.13,Suspected,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,
2019,4,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,45,2,45,1,45,,,,,,
2019,4,Wisconsin,Person-to-person,Cryptosporidium unknown,,Suspected,Child daycare/preschool,2,0,2,0,2,,,,,,
2019,4,Wisconsin,Person-to-person,Salmonella enterica;Norovirus Genogroup II,Braenderup;GII.P16 GII.4 Sydney,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,19,1,19,0,0,,,,,,
2019,4,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Event space,20,0,0,0,20,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,1,11,0,11,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,40,0,0,0,0,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,13,1,12,1,12,,,,,,
2019,5,Wisconsin,Food,Norovirus Genogroup I;Norovirus Genogroup II,GI.P3 GI.3;unknown,Confirmed;Confirmed,Caterer,55,0,0,0,0,,,,,,
2019,5,Wisconsin,Person-to-person,Sapovirus,,Suspected,Hospital,20,0,20,0,20,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,2,28,0,28,,,,,,
2019,5,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,1,7,0,0,,,,,,
2019,5,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,
2019,5,Wisconsin,Food,Salmonella enterica,Typhimurium,Confirmed,Grocery store/bakery/deli/convenience store,4,2,4,0,4,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,29,0,0,0,0,,,,,,
2019,5,Wisconsin,Person-to-person,Astrovirus;Norovirus unknown,,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2019,5,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,5,Wisconsin,Indeterminate/unknown,Rotavirus;Salmonella enterica,"I 4,[5],12:i:-",Confirmed;Confirmed,Private home/residence,11,0,11,0,11,,,,,,
2019,5,Wisconsin,Indeterminate/unknown,,,,Private home/residence,4,0,4,0,4,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,15,0,0,0,0,,,,,,
2019,5,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Restaurant: Sit-down dining,80,0,0,0,29,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,61,0,61,0,61,,,,,,
2019,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,School/college/university,10,0,0,0,0,,,,,,
2019,6,Wisconsin,Food,Cyclospora cayetanensis;Entamoeba coli,,Suspected;Suspected,Private home/residence,6,0,6,0,6,pasta-based salads,basil,Herbs,,,
